411038	8	8	8	10	8	8	3	8
411008	10	10	8	10	10	10	3	6
411038	8	8	6	10	10	8	3	6
411007	8	8	10	8	8	8	4	8
411021	10	8	10	10	10	8	2	6
411058	6	8	8	10	8	8	4	6
411007	8	8	10	8	6	8	4	8
411028	8	8	8	10	10	10	2	6
411041	8	10	6	10	10	10	3	8
411028	6	8	6	8	8	6	3	6
411021	10	10	4	10	10	10	4	6
411045	10	6	10	10	8	6	3	6
411002	8	8	8	10	8	8	2	6
411001	10	10	8	10	10	8	2	6
411005	8	8	4	10	10	6	2	6
411021	8	8	6	10	8	6	3	8
411038	8	10	10	10	10	8	1	8
411016	10	10	4	10	10	10	2	6
411038	6	4	4	10	8	8	2	6
411057	8	8	6	10	8	8	1	6
411008	10	4	6	10	8	8	3	6
411021	10	8	8	8	10	10	4	6
411048	10	10	10	10	10	10	4	6
411016	4	8	10	8	10	8	4	10
411038	8	8	8	10	10	8	4	6
411015	8	8	4	8	8	8	4	6
411038	10	8	8	8	10	8	3	6
411052	8	8	8	8	8	8	1	8
411007	6	6	2	10	10	10	4	8
411016	8	8	8	10	8	6	4	8
411016	8	10	6	10	10	8	4	8
411048	6	10	4	8	8	4	4	6
411002	8	6	8	8	8	4	4	8
411046	2	8	4	2	2	6	3	6
411004	8	10	10	10	10	10	3	8
